Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
tripactions inc,1,1,50,44,11.24,https://navan.com/,40,0.04,449.00,0.12,22500,"[11,11,11,11,11,11,11,100,11,11,17,100]",2025-01-05,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
business recurring expenses,9,9,4400,24,0.00,https://navan.com/resources/glossary/what-is-recurring-expense,39,0.04,0.00,0,133000000,[100],2025-01-03,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",commercial,Organic
cash advance what is,9,22,4400,73,5.89,https://navan.com/resources/glossary/what-is-cash-advance,39,0.04,229.00,0.03,590000000,"[0,0,54,81,100,81,66,81,81,54,54,44]",2025-01-07,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
business travel platform,5,5,880,59,118.12,https://navan.com/,38,0.04,4488.00,0.9,917000000,"[16,0,0,0,0,100,0,65,82,34,3,55]",2024-12-28,"Sitelinks, Reviews, Related searches, Discussions and forums",commercial,Organic
capital expenses,4,4,1600,52,2.76,https://navan.com/resources/glossary/what-is-capital-expense-capex,38,0.04,104.00,0,609000000,"[35,44,44,24,35,24,24,29,24,18,29,8]",2025-01-03,"Sitelinks, Video, Featured snippet, People also ask, Related searches, Things to know, AI overview",informational,Organic
corporate travel app,3,3,590,27,68.36,https://navan.com/,38,0.04,2597.00,0.46,805000000,"[20,34,0,100,1,0,82,0,0,1,2,5]",2025-01-04,"Carousel, Image pack, Reviews, Image, Video Carousel, People also ask, Related searches",commercial,Organic
what are capitalized expenditures,5,5,1600,50,0.02,https://navan.com/resources/glossary/what-is-capital-expense-capex,38,0.04,0.00,0,74900000,"[100,0,0,36,100,0,36,43,36,54,22,13]",2025-01-01,"Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
defonition of currency exchange,5,5,1600,72,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,38,0.04,0.00,0,178000000,[100],2025-01-01,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
corporate travel platform,4,3,590,66,107.99,https://navan.com/,38,0.04,4103.00,0.45,384000000,"[10,45,24,55,67,16,45,36,100,55,55,5]",2025-01-07,"Sitelinks, Reviews, Video Carousel, Related searches, Discussions and forums",commercial,Organic
currency exchange simple definition,6,6,1900,39,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,36,0.04,0.00,0,29800000,[100],2025-01-07,"Image pack, Reviews, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
low cost airline,6,6,1600,57,0.63,https://navan.com/resources/glossary/low-cost-carrier,35,0.04,22.00,0.29,91200000,"[15,0,13,10,10,13,4,100,0,1,4,1]",2025-01-06,"Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
definition of currency exhange,5,5,1600,72,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,35,0.04,0.00,0,68400000,[100],2025-01-01,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
perdioms,6,6,1600,53,0.00,https://navan.com/resources/glossary/what-is-per-diem,35,0.04,0.00,0,74,[100],2025-01-01,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
airplane seat aisle,1,1,260,38,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,34,0.04,0.00,0,3880000,"[0,7,7,17,26,14,21,21,100,26,48,39]",2024-12-18,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches, AI overview",informational,Organic
business retreat locations,1,1,140,10,7.46,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,34,0.04,253.00,0.42,85500000,"[34,26,34,42,53,42,65,53,100,100,42,65]",2025-01-01,"Image pack, Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
non reimbursable,1,1,260,23,0.00,https://navan.com/resources/glossary/what-is-non-reimbursable-expense,34,0.04,0.00,0,3510000,"[65,65,100,65,65,81,100,81,81,65,81,100]",2024-12-21,"Featured snippet, People also ask, Related searches, AI overview",informational,Organic
aircraft seat width,1,1,260,41,0.00,https://navan.com/resources/glossary/what-is-seat-width,34,0.04,0.00,0,14900000,"[28,11,100,23,23,66,54,66,54,54,44,44]",2024-12-28,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Related searches, AI overview",informational,Organic
no show charge,1,1,140,30,0.00,https://navan.com/resources/glossary/what-is-no-show-fee,34,0.04,0.00,0,2300000000,"[42,42,80,80,80,80,100,80,80,80,66,52]",2024-12-21,"Sitelinks, Reviews, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
e tickets,8,7,6600,37,0.79,https://navan.com/resources/glossary/what-is-electronic-ticket,33,0.04,26.00,0.05,3040000000,"[100,54,81,36,81,36,81,66,23,44,36,36]",2025-01-08,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches, Things to know",commercial,Organic
navan personal travel,1,1,40,28,120.00,https://navan.com/blog/traveler-experience/personal-travel-management,32,0.03,3840.00,0.18,236000,"[14,14,14,14,14,14,14,100,100,14,14,14]",2025-01-05,"Sitelinks, Reviews, Video, Image, Ads top, People also ask, Related searches","informational, transactional",Organic
navan austin,1,1,40,31,0.00,https://navan.com/about/press/tripactions-opens-austin-tx-office,32,0.03,0.00,0,63,"[63,36,45,18,27,36,45,27,27,27,27,45]",2025-01-02,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches","navigational, transactional",Organic
navan co,1,1,40,66,0.00,https://navan.com/,32,0.03,0.00,0,3520000,"[18,18,18,18,18,18,0,100,0,100,27,63]",2024-12-15,"Knowledge panel, Sitelinks, Reviews, Video, Image, Ads top, People also ask, Related searches",navigational,Organic
navan',1,1,40,58,392.26,https://navan.com/,32,0.03,12552.00,0.19,8710000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2024-12-12,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Ads top, Video Carousel, People also ask, Related searches",navigational,Organic
navan office nyc,1,1,40,29,0.00,https://navan.com/contact,32,0.03,0.00,0.04,82,"[42,42,42,42,28,57,71,57,100,71,42,57]",2024-12-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
tripactions com,1,1,40,48,0.00,https://navan.com/,32,0.03,0.00,0.1,86000,"[3,3,3,3,3,44,3,3,3,3,3,3]",2024-12-22,"Sitelinks, Reviews, Video, Image, People also ask, Related searches",navigational,Organic
navan customer service number 24 7,1,1,40,23,0.00,https://navan.com/contact,32,0.03,0.00,0.04,41,"[0,36,27,0,0,100,100,18]",2024-12-28,"Sitelinks, Related searches","informational, navigational",Organic
red eye plane,9,9,3600,41,0.53,https://navan.com/resources/glossary/what-is-red-eye-flight,32,0.03,16.00,0.12,323000000,"[35,81,12,23,44,29,16,100,44,81,29,12]",2025-01-02,"Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
navan.,1,1,40,62,392.26,https://navan.com/,32,0.03,12552.00,0.19,18900000,"[0,2,0,0,0,0,0,0,0,0,100,0]",2024-12-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, Ads top, People also ask, Related searches",navigational,Organic
what are the capital expenditure,4,4,1300,44,0.04,https://navan.com/resources/glossary/what-is-capital-expense-capex,31,0.03,1.00,0.01,124000000,"[0,0,36,65,54,36,43,36,54,22,3,1]",2025-01-07,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches",informational,Organic
globales reisemanagement,3,3,390,5,4.73,https://navan.com/de/loesungen/grossunternehmen,31,0.03,146.00,0.05,76800,"[17,9,26,48,39,17,72,72,100,59,32,0]",2024-12-28,"Image pack, Sitelinks, Reviews, Video, Related searches","informational, transactional",Organic
depreciation what is,4,4,1300,50,0.17,https://navan.com/resources/glossary/what-is-depreciation,31,0.03,5.00,0,99500000,"[100,4,44,66,52,10,36,36,66,7,10,10]",2025-01-06,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
non-refundability,4,4,1300,44,0.00,https://navan.com/resources/glossary/what-is-non-refundable-ticket,31,0.03,0.00,0,102000000,"[52,66,10,20,44,36,44,36,44,13,20,10]",2025-01-05,"Image pack, Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
liability what is,5,5,1300,64,3.39,https://navan.com/resources/glossary/what-is-liability,31,0.03,105.00,0,573000000,"[1,3,36,24,100,66,79,13,100,66,79,10]",2025-01-03,"Instant answer, Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
pcard business card,7,7,1600,38,0.00,https://navan.com/blog/insights-trends/how-p-cards-work-a-companys-guide-to-purchasing-cards,30,0.03,0.00,0,73500,[100],2025-01-01,"Image pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
define reimbursement,5,5,1300,57,0.00,https://navan.com/resources/glossary/what-is-reimbursement,28,0.03,0.00,0,23100000,"[24,79,36,41,36,79,79,41,20,30,100,79]",2025-01-02,"Instant answer, Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
define liquidation,5,5,1300,56,0.00,https://navan.com/resources/glossary/what-is-liquidation,28,0.03,0.00,0,12000000,"[24,65,44,30,100,55,11,24,34,55,34,34]",2025-01-06,"Instant answer, Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
seat width,1,1,110,54,0.00,https://navan.com/resources/glossary/what-is-seat-width,27,0.03,0.00,0,365000000,"[52,52,33,52,52,42,42,33,52,52,66,66]",2025-01-05,"Sitelinks, Reviews, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
dimensions of an airplane seat,1,1,110,49,0.00,https://navan.com/resources/glossary/what-is-seat-width,27,0.03,0.00,0,7180000,"[28,21,21,43,65,34,21,15,43,43,28,43]",2024-12-19,"Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
changing fee,1,1,110,51,0.00,https://navan.com/resources/glossary/what-is-change-fee,27,0.03,0.00,0,2290000000,"[43,43,34,43,43,28,34,28,28,21,21,28]",2024-12-16,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
team building destinations,1,1,110,15,4.02,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,27,0.03,108.00,0.39,151000000,"[2,2,2,2,2,2,2,15,100,36,19,15]",2024-12-29,"Image pack, Reviews, Related searches, Discussions and forums",commercial,Organic
travel startup companies,1,1,110,26,3.99,https://navan.com/blog/traveler-experience/top-10-travel-startups-to-watch,27,0.03,107.00,0.08,153000000,"[82,41,82,64,82,100,100,64,82,64,52,52]",2024-12-27,"Sitelinks, Reviews, Video, Related searches, Discussions and forums",commercial,Organic
aisle in airplane,1,1,110,39,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,27,0.03,0.00,0,10600000,"[33,33,42,66,42,52,52,80,66,100,66,42]",2025-01-06,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
travel industry startups,1,1,110,25,3.99,https://navan.com/blog/traveler-experience/top-10-travel-startups-to-watch,27,0.03,107.00,0.08,113000000,"[26,26,53,42,42,65,53,34,53,42,34,34]",2024-12-24,"Reviews, Related searches, Discussions and forums",commercial,Organic
what are travel vouchers,1,1,110,29,0.00,https://navan.com/resources/glossary/what-is-travel-voucher,27,0.03,0.00,0,139000000,"[43,34,43,34,34,21,21,34,34,43,43,28]",2024-12-25,"Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
aisle seats,5,5,880,37,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,26,0.03,0.00,0,43900000,"[16,100,7,8,13,13,27,20,20,8,36,24]",2025-01-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
b2b travel solutions,4,4,390,26,62.56,https://navan.com/blog/insights-trends/the-7-best-b2b-travel-solutions-for-corporate-efficiency,25,0.03,1564.00,0.01,62300000,"[30,13,45,45,30,45,45,30,20,55,8,10]",2024-12-29,"Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
navan flight booking,1,1,30,19,2.14,https://navan.com/,24,0.02,51.00,0.36,78700,"[18,18,18,18,18,18,18,100,18,18,18,18]",2025-01-05,"Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
eft irre],8,0,1900,23,0.00,https://navan.com/resources/glossary/what-is-electronic-funds-transfer-eft,24,0.02,0.00,0,692000,[100],2025-01-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
navan group travel,1,1,30,19,13.47,https://navan.com/blog/technology-and-innovation/group-booking-team-travel,24,0.02,323.00,0.26,338000,"[18,18,18,18,18,18,18,100,100,18,18,18]",2025-01-05,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
www.navan,1,1,30,37,90.46,https://navan.com/,24,0.02,2171.00,0.35,5850000,"[28,28,42,57,57,57,42,42,71,57,71,0]",2025-01-02,"Sitelinks, Reviews, Video, People also ask",navigational,Organic
classe economy,4,4,1000,50,3.55,https://navan.com/uk/resources/glossary/what-is-economy-class,24,0.02,85.00,0.04,382000000,"[0,0,30,30,55,55,65,55,100,24,20,13]",2025-01-07,"Image pack, Video, Image, People also ask, Related searches, See results about",informational,Organic
capital expense definition,4,4,1000,49,0.03,https://navan.com/resources/glossary/what-is-capital-expense-capex,24,0.02,0.00,0,149000000,"[36,55,100,100,62,62,45,45,81,81,62,62]",2025-01-02,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
travelperk vs navan,1,1,30,12,18.20,https://navan.com/resources/compare/navan-vs-travelperk,24,0.02,436.00,0.44,87,"[40,40,60,40,60,60,60,60,100,60,60,60]",2024-12-19,"Sitelinks, Reviews, Image, Related searches, Discussions and forums",commercial,Organic
navan companies,1,1,30,40,400.00,https://navan.com/about,24,0.02,9600.00,0.16,2070000,"[21,0,14,21,7,35,35,35,21,0,35,14]",2024-12-13,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
navan demo,1,1,30,23,128.46,https://navan.com/get-started/demo?showBack=true,24,0.02,3083.00,0.3,221000,"[22,77,22,77,22,100,22,22,22,33,22,22]",2024-12-16,"Image pack, Sitelinks, Reviews, Video, Ads bottom",informational,Organic
is navan a yc company,8,0,1900,25,0.00,https://navan.com/,24,0.02,0.00,0,56,[100],2025-01-07,"Sitelinks, Video, People also ask, Related searches",commercial,Organic
define capex,4,4,1000,43,0.03,https://navan.com/resources/glossary/what-is-capital-expense-capex,24,0.02,0.00,0,27000000,"[65,65,100,54,13,3,0,0,0,1,0,0]",2024-12-26,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
corporate retreat locations,1,1,1000,15,6.82,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,24,0.02,163.00,0.22,11300000,"[4,3,3,3,3,3,3,100,2,3,5,12]",2025-01-05,"Local pack, Image pack, Video Carousel, People also ask, Related searches",commercial,Organic
navantravel,1,1,30,46,86.40,https://navan.com/,24,0.02,2073.00,0.36,8930000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2024-12-16,"Local pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches","commercial, navigational",Organic
capital expenses meaning,4,4,1000,42,0.03,https://navan.com/resources/glossary/what-is-capital-expense-capex,24,0.02,0.00,0,109000000,"[20,5,68,25,68,68,52,46,100,52,52,52]",2024-12-26,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
navan cards,1,1,30,20,12.42,https://navan.com/,24,0.02,298.00,0.18,419000,"[18,18,0,63,9,63,63,9,18,18,18,18]",2024-12-23,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, Ads middle",navigational,Organic
navan netsuite integration,1,1,30,18,21.16,https://navan.com/netsuite-integration,24,0.02,507.00,0.18,95,"[40,40,60,100,60,40,60,40,40,100,100,80]",2024-12-19,"Image pack, Reviews, Related searches","navigational, transactional",Organic
navan integrations,1,1,30,19,15.85,https://navan.com/netsuite-integration,24,0.02,380.00,0.07,92,"[28,28,57,28,28,57,57,28,42,28,28,100]",2024-12-25,"Image pack, Reviews, Related searches",informational,Organic
corporate retreat centers,1,1,90,8,6.17,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,22,0.02,135.00,0.28,198000000,"[42,23,33,80,33,42,33,42,42,52,33,42]",2024-12-22,"Local pack, Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
how does baggage claim work,1,1,90,44,0.00,https://navan.com/resources/glossary/what-is-baggage-claim,22,0.02,0.00,0,35400000,"[29,64,64,64,41,41,64,64,82,64,52,41]",2024-12-21,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
base fare,1,1,90,31,1.79,https://navan.com/resources/glossary/what-is-base-fare,22,0.02,39.00,0.02,772000000,"[82,52,64,41,41,52,52,82,41,11,64,52]",2024-12-22,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
